term	warmth	competence	sociability	trust
dogmatist	-0.667	0.926	-0.667	-0.606
dogmatization	-0.667	0.667	-0.667	-0.636
dogmatize	-0.762	0.792	-0.762	-0.564
dogshit	-0.952	-0.334	-0.952	-0.905
dogwood	0.417	-0.048	0.417	0.121
doily	0.125	-0.381	0.125	0.030
doldrums	-0.625	-0.468	-0.625	-0.100
doleful	-0.444	-0.630	-0.444	-0.182
dolefully	-0.524	-0.792	-0.524	-0.121
dolefulness	-0.524	-1.000	-0.524	-0.182
doll	0.750	-0.340	0.750	0.000
dollar	-0.375	0.388	-0.375	0.121
dollhouse	0.944	-0.274	0.944	0.212
dolor	-0.792	-0.250	-0.792	0.000
dolphin	1.000	-0.172	1.000	0.333
dolt	-0.778	-0.750	-0.778	-0.767
domelike	0.030	0.407	0.000	0.030
domestic	0.833	0.000	0.833	0.606
domestically	0.472	-0.048	0.458	0.472
domesticate	0.810	0.500	0.810	0.167
domesticated	0.778	-0.412	0.778	0.444
domesticity	0.889	-0.619	0.889	0.606
dominancy	-0.583	1.000	-0.583	0.056
dominative	-0.733	1.000	-0.708	-0.733
dominator	-0.750	1.000	-0.750	-0.545
dominatrix	-0.758	0.418	-0.619	-0.758
domineer	-0.788	0.952	-0.667	-0.788
don	0.121	0.404	-0.042	0.121
donate	0.926	0.154	0.926	0.788
donated	1.000	-0.143	1.000	0.909
donating	0.963	0.222	0.963	0.639
donation	1.000	0.204	1.000	0.958
donator	0.958	0.389	0.958	0.800
done	0.528	0.000	0.095	0.528
donor	0.958	0.306	0.958	0.722
dontlikeyou	-1.000	-0.436	-1.000	-0.667
dontmess	-0.667	-0.120	-0.667	-0.074
dontmesswithme	-0.667	-0.120	-0.667	-0.467
dontunderstand	-0.619	-0.458	-0.619	-0.083
doom	-1.000	-0.116	-1.000	-0.818
doomed	-0.792	-0.398	-0.792	-0.167
doomful	-0.833	-0.444	-0.833	-0.185
doomsayer	-0.815	0.148	-0.815	-0.697
doomsday	-0.810	0.340	-0.810	-0.722
dope	-0.700	-0.150	0.619	-0.700
doper	-0.867	-0.556	-0.593	-0.867
dopey	-0.542	-0.270	-0.542	-0.367
dork	-0.333	-0.278	-0.333	-0.125
dorky	0.476	-0.220	0.476	-0.194
dorm	0.778	-0.346	0.778	0.083
dormant	-0.429	-0.510	-0.429	-0.030
dormitory	0.458	-0.236	0.458	0.000
dosage	0.133	-0.020	-0.125	0.133
dossier	-0.481	0.088	-0.167	-0.481
dost	0.625	-0.125	0.625	0.167
dotage	-0.519	-0.800	-0.519	-0.212
dote	0.917	-0.583	0.917	0.306
doting	0.958	-0.148	0.958	0.567
dottiness	0.381	-0.481	0.381	-0.222
dotting	0.583	-0.259	0.292	0.583
dotty	-0.303	-0.214	-0.042	-0.303
double	0.030	0.138	0.000	0.030
doublespeak	-0.722	-0.238	-0.722	-0.700
doubly	0.061	0.000	0.042	0.061
doubt	-0.535	-0.538	-0.286	-0.535
doubtable	-0.636	-0.619	-0.625	-0.636
doubter	-0.364	-0.481	-0.333	-0.364
doubtful	-0.633	-0.518	-0.583	-0.633
doubtfully	-0.485	-0.571	-0.200	-0.485
doubtfulness	-0.600	-0.667	-0.333	-0.600
doubting	-0.381	-0.622	-0.381	-0.296
doubtless	0.733	0.378	0.125	0.733
doubtlessly	0.636	0.481	0.143	0.636
doubtlessness	0.700	0.875	-0.133	0.700
doubts	-0.485	-0.390	-0.458	-0.485
douchebags	-1.000	-0.268	-1.000	-1.000
doughboy	0.800	-0.208	0.800	0.028
doughnut	0.625	-0.442	0.625	0.000
dour	-0.667	-0.350	-0.667	-0.152
dourly	-0.625	-0.481	-0.625	-0.361
dourness	-0.708	-0.444	-0.708	-0.303
douse	-0.333	-0.176	-0.333	-0.103
douser	0.000	-0.042	0.000	0.000
dove	0.905	-0.126	0.905	0.606
dovelike	0.963	-0.810	0.963	0.697
dovetail	0.556	0.476	0.556	0.200
dowdiness	-0.667	-0.630	-0.667	-0.222
dowdy	-0.667	-0.952	-0.667	-0.074
down	-0.190	-0.472	-0.190	0.033
downbeat	-0.611	-0.500	-0.611	-0.030
downcast	-0.630	-0.556	-0.630	-0.167
downed	-0.524	-0.583	-0.524	-0.033
downer	-0.667	-0.548	-0.667	-0.083
downfall	-0.727	-0.724	-0.630	-0.727
downfallen	-0.667	-0.958	-0.667	-0.424
downgrade	-0.633	-0.667	-0.583	-0.633
downhearted	-0.630	-0.490	-0.630	-0.133
downheartedly	-0.708	-0.722	-0.708	-0.083
downheartedness	-0.625	-0.667	-0.625	-0.100
downhill	-0.625	-0.442	-0.625	-0.212
downloadable	0.242	0.250	0.048	0.242
downmarket	-0.667	-0.481	-0.667	-0.400
downplay	-0.394	-0.667	-0.333	-0.394
downpour	-0.524	-0.038	-0.524	0.000
downrange	-0.417	0.259	-0.417	0.030
downright	0.519	0.358	0.000	0.519
downs	-0.375	-0.500	-0.375	0.000
downshift	0.037	-0.444	0.000	0.037
downside	-0.467	-0.508	-0.417	-0.467
downsize	-0.667	-0.370	-0.667	-0.133
downslide	-0.583	-0.444	-0.583	-0.333
downswing	-0.500	-0.619	-0.500	-0.028
downtime	0.048	-0.352	0.048	0.000
downtown	0.500	0.108	0.500	0.061
downtrend	-0.667	-0.556	-0.667	-0.424
downturn	-0.625	-0.593	-0.625	-0.333
downward	-0.381	-0.490	-0.381	-0.037
downwardness	-0.476	-0.500	-0.476	0.000
downy	0.905	-0.490	0.905	0.056
dozy	-0.212	-0.857	-0.143	-0.212
drab	-0.611	-0.516	-0.611	-0.185
drabness	-0.667	-0.917	-0.667	-0.185
draconian	-0.815	0.963	-0.815	-0.694
draconic	-0.750	0.905	-0.750	-0.733
draconically	-0.714	0.857	-0.714	-0.704
draftiness	-0.571	-0.458	-0.571	0.030
draftsman	0.567	0.593	-0.167	0.567
draftsmanship	0.212	0.593	0.000	0.212
draftswoman	0.333	0.370	0.125	0.333
drag	-0.292	-0.304	-0.292	-0.233
dragging	-0.500	-0.625	-0.500	-0.167
drain	-0.458	-0.556	-0.458	-0.296
drainable	-0.222	0.111	-0.222	0.000
drainage	-0.333	-0.386	-0.333	-0.067
drained	-0.625	-0.296	-0.625	-0.103
drainer	-0.519	-0.481	-0.519	-0.467
draining	-0.625	-0.392	-0.625	-0.111
dramaqueen	-0.600	-0.036	-0.375	-0.600
dramatic	0.133	-0.114	0.125	0.133
dramatization	-0.056	0.524	-0.056	0.030
drank	0.083	0.064	0.083	0.037
drastic	-0.476	0.314	-0.476	-0.212
drat	-0.571	-0.182	-0.571	-0.233
draughty	-0.571	-0.333	-0.571	-0.111
draw	0.250	-0.038	0.250	0.000
drawback	-0.476	-0.704	-0.476	-0.364
drawing	0.476	-0.334	0.476	0.061
drawn	-0.286	-0.344	-0.286	0.000
dread	-0.667	-0.264	-0.667	-0.545
dreaded	-0.667	-0.080	-0.667	-0.545
dreadful	-0.788	-0.304	-0.708	-0.788
dreadfully	-0.542	-0.388	-0.542	-0.083
dreadfulness	-0.958	-0.875	-0.958	-0.667
dreading	-0.667	-0.246	-0.667	-0.273
dream	0.852	-0.344	0.852	0.033
dreamboat	1.000	-0.084	1.000	0.182
dreamer	0.583	-0.090	0.583	0.167
dreamful	0.542	-0.125	0.542	0.083
dreamily	0.381	-0.417	0.381	0.061
dreaminess	0.583	-0.630	0.583	0.028
dreaming	0.417	-0.328	0.417	0.061
dreamland	0.500	0.132	0.500	0.067
dreamless	-0.625	-0.143	-0.625	0.000
dreamlessness	-0.667	-0.571	-0.667	0.000
dreamlike	0.333	-0.286	0.333	0.083
dreams	0.667	0.060	0.667	-0.091
dreamscape	0.333	-0.095	0.333	0.083
dreamt	0.000	0.036	0.000	0.000
dreamtime	0.333	-0.048	0.333	0.091
dreamworld	0.708	-0.250	0.708	0.000
dreamy	0.619	0.000	0.619	0.074
drearily	-0.476	-0.593	-0.476	-0.222
dreariness	-0.667	-0.963	-0.667	-0.167
dreary	-0.625	-0.352	-0.625	-0.042
dredger	-0.625	0.444	-0.625	-0.233
dreg	-0.714	-0.704	-0.714	-0.639
drenched	-0.333	-0.224	-0.333	0.000
dress	0.458	-0.310	0.458	0.121
dressage	0.593	0.458	-0.444	0.593
dressiness	0.417	0.458	0.417	0.091
dressmaker	0.500	-0.034	0.500	0.485
dressmaking	0.528	-0.375	0.524	0.528
dressy	0.333	0.392	0.333	0.083
drier	-0.333	-0.216	-0.333	0.000
driest	-0.556	-0.476	-0.556	0.000
drift	0.061	-0.250	0.000	0.061
driftage	-0.375	-0.667	-0.375	0.000
drifted	-0.200	-0.380	-0.185	-0.200
driftwood	-0.208	-0.122	-0.208	0.000
drill	0.273	0.146	-0.208	0.273
drink	0.905	-0.052	0.905	0.061
drinkability	0.194	0.000	0.148	0.194
drinkable	0.485	0.042	0.083	0.485
drinker	0.250	-0.118	0.250	-0.030
drinks	0.889	-0.176	0.889	0.083
drip	-0.429	-0.650	-0.429	-0.111
dripping	-0.296	-0.466	-0.296	-0.212
drippy	-0.542	-0.556	-0.542	-0.148
drivable	0.095	0.407	0.095	0.091
drive	0.182	0.426	0.000	0.182
drivel	-0.788	-0.074	-0.630	-0.788
drizzly	-0.429	-0.444	-0.429	0.000
drones	-0.722	0.176	-0.722	-0.333
drool	-0.619	-0.592	-0.619	-0.200
droop	-0.375	-0.750	-0.375	-0.200
drooping	-0.500	-0.294	-0.500	0.000
dropkick	-0.375	0.905	-0.375	-0.300
droplet	0.037	-0.612	0.000	0.037
dropout	-0.625	-0.038	-0.625	-0.528
dropper	-0.273	-0.528	-0.083	-0.273
dropping	-0.152	-0.556	-0.095	-0.152
drought	-0.667	-0.466	-0.667	-0.111
drown	-0.762	-0.460	-0.762	-0.125
drowsily	-0.048	-0.583	-0.048	-0.033
drowsiness	-0.333	-0.394	-0.333	-0.061
drowsy	-0.037	-0.520	0.000	-0.037
drudge	-0.667	-0.741	-0.667	-0.606
drudgery	-0.667	-0.655	-0.667	-0.067
drug	-0.593	-0.094	-0.593	-0.576
drugged	-0.741	-0.917	-0.500	-0.741
druggie	-0.972	-0.519	-0.958	-0.972
druggist	0.556	-0.166	-0.292	0.556
druggy	-0.967	-0.444	-0.667	-0.967
drugless	0.697	-0.389	0.238	0.697
drugs	-0.758	-0.264	-0.750	-0.758
drumbeat	0.250	0.400	0.250	0.000
drummer	0.286	0.128	0.286	0.028
drumstick	0.250	0.000	0.250	0.030
drunk	-0.788	-0.500	0.222	-0.788
drunkard	-0.750	-0.500	-0.750	-0.639
drunken	-0.667	-0.500	-0.667	-0.600
drunkenly	-0.697	-0.625	-0.238	-0.697
drunkenness	-0.733	-0.328	-0.556	-0.733
dry	-0.500	-0.378	-0.500	0.030
dryclean	0.067	0.067	0.000	0.067
dryly	-0.458	0.083	-0.458	0.000
dryness	-0.571	-0.474	-0.571	-0.030
dubbed	0.000	0.458	0.000	0.000
dubiously	-0.694	-0.375	-0.542	-0.694
dubiousness	-0.879	-0.571	-0.571	-0.879
dubitably	-0.741	-0.500	-0.667	-0.741
duchess	0.708	0.422	0.708	0.485
ducking	-0.292	-0.412	-0.292	-0.167
dud	-0.583	-0.489	-0.583	-0.367
dude	0.833	0.230	0.833	0.030
duds	-0.556	-0.322	-0.556	-0.182
duel	-0.625	0.178	-0.625	-0.519
dues	0.556	-0.424	0.000	0.556
duet	0.958	0.054	0.958	0.000
duh	-0.667	-0.272	-0.667	-0.576
duke	0.455	0.338	0.250	0.455
dukedom	-0.375	0.963	-0.375	0.030
dulcet	0.593	0.185	0.593	0.167
dulcimer	0.542	0.000	0.542	0.033
dull	-0.704	-0.630	-0.704	-0.182
duller	-0.375	-0.524	-0.375	-0.133
dullish	-0.625	-0.625	-0.625	-0.067
dullness	-0.583	-0.708	-0.583	-0.259
dully	-0.542	-0.519	-0.542	-0.152
dumb	-0.667	-0.698	-0.667	-0.515
dumbass	-0.852	-0.875	-0.852	-0.500
dumbasses	-0.944	-0.274	-0.944	-0.833
dumbbell	-0.042	-0.272	-0.042	0.000
dumbbitch	-1.000	-0.214	-1.000	-0.909
dumber	-0.619	-0.286	-0.619	-0.433
dumbest	-0.889	-0.310	-0.889	-0.600
dumbly	-0.556	-1.000	-0.556	-0.400
dumbness	-0.708	-0.792	-0.708	-0.182
dumdum	-0.750	-0.952	-0.750	-0.375
dumfound	-0.286	-0.410	-0.286	0.074
dump	-0.722	-0.260	-0.722	-0.467
dumper	-0.583	0.524	-0.583	-0.333
dumpiness	-0.542	-0.625	-0.542	-0.042
dumplings	0.857	0.000	0.857	0.091
dumps	-0.741	-0.270	-0.741	-0.694
dumpster	-0.833	-0.801	-0.833	-0.528
dumpy	-0.444	-0.524	-0.444	-0.212
dunce	-0.722	-0.708	-0.722	-0.200
dunderhead	-0.889	-0.852	-0.889	-0.727
dung	-0.952	-0.702	-0.952	-0.733
dunghill	-1.000	-0.857	-1.000	-0.333
dunker	0.067	0.167	0.067	-0.030
dupe	-0.778	-0.346	-0.778	-0.633
duplicitous	-1.000	0.667	-0.833	-1.000
durability	0.767	0.626	0.143	0.767
durable	0.758	0.376	0.000	0.758
durableness	0.583	0.619	0.148	0.583
durably	0.633	0.583	0.000	0.633
duration	0.167	0.072	0.000	0.167
durational	-0.048	0.111	-0.048	0.026
duress	-0.727	0.224	-0.583	-0.727
duskiness	-0.458	-0.208	-0.458	-0.056
dusky	-0.167	-0.352	-0.148	-0.167
dust	0.000	-0.518	0.000	0.000
dustbin	-0.667	-0.292	-0.667	-0.455
dustily	-0.625	-0.333	-0.625	0.000
dustiness	-0.500	-0.296	-0.500	-0.042
dustman	-0.190	-0.296	-0.190	-0.037
dustproof	-0.250	0.250	-0.250	0.100
dutchman	0.056	0.000	0.056	0.000
duties	0.600	0.619	0.375	0.600
dutiful	0.848	0.170	0.708	0.848
dutifully	0.750	-0.542	0.750	0.750
dutifulness	0.917	0.476	0.917	0.875
duvet	0.917	-0.600	0.917	0.033
dwarf	-0.250	-0.424	-0.250	0.000
dwarfed	-0.556	-0.414	-0.556	0.000
dwarfish	-0.381	-0.458	-0.381	-0.273
dwarfishly	-0.524	-0.667	-0.524	-0.152
dwarfishness	-0.500	-0.792	-0.500	-0.212
dwarfism	-0.167	-1.000	-0.167	0.028
dwarves	0.182	-0.208	0.000	0.182
dweeb	-0.741	-0.346	-0.741	-0.121
dwell	0.182	0.222	0.167	0.182
dwelling	0.381	-0.038	0.381	0.121
dwindle	-0.583	-0.519	-0.583	-0.167
dying	-0.714	-0.156	-0.714	-0.143
dynamic	0.571	0.672	0.571	0.000
dynamical	0.125	0.654	0.125	0.121
dynamically	0.292	0.963	0.292	0.121
dynamics	0.111	0.548	0.056	0.111
dynamism	0.619	0.958	0.619	0.222
dynamite	-1.000	0.566	-0.944	-1.000
dynastic	-0.571	0.958	-0.571	0.111
dynastical	0.467	0.778	-0.286	0.467
dynastically	-0.190	0.833	-0.190	0.083
dynasty	0.238	0.872	0.238	0.030
dysenteric	-0.750	-0.852	-0.750	-0.111
dysentery	-0.917	-0.310	-0.917	-0.727
dysfunction	-0.727	-0.228	-0.714	-0.727
dysfunctional	-0.788	-0.386	-0.667	-0.788
dyslexia	0.238	-0.792	0.238	0.000
dyslexic	0.111	-0.611	0.111	-0.067
dysmorphic	-0.667	-0.667	-0.667	-0.139
dyspepsia	-0.708	-0.080	-0.708	-0.111
dyspeptic	-0.708	-0.444	-0.708	-0.259
dysphasia	-0.583	-0.667	-0.583	-0.030
dysphonic	-0.625	-0.778	-0.625	-0.152
dysphoria	-0.667	-0.667	-0.667	-0.037
dysphoric	-0.750	-0.905	-0.750	-0.515
dysplasia	-0.556	-0.583	-0.556	-0.061
dystopia	-0.792	0.111	-0.792	-0.750
dystopian	-0.792	-0.200	-0.792	-0.583
dystrophic	-0.792	-0.810	-0.792	-0.300
dystrophy	-0.741	-0.963	-0.741	-0.111
eagerly	0.857	0.000	0.857	0.444
eaglet	0.143	0.458	0.143	0.133
earache	-0.500	-0.810	-0.500	0.000
earless	-0.792	-0.619	-0.792	-0.139
earliest	0.286	0.111	0.286	0.133
earlike	-0.111	-0.259	-0.111	0.028
earliness	0.556	0.333	0.185	0.556
early	0.292	-0.148	0.292	0.133
earmark	-0.519	0.444	0.167	-0.519
earn	0.810	0.634	0.810	0.455
earner	0.567	0.667	0.048	0.567
earnest	0.926	0.340	0.926	0.788
earnestly	0.852	0.434	0.852	0.848
earnestness	0.879	0.230	0.875	0.879
earnings	0.333	0.750	0.000	0.333
earphone	0.139	-0.083	0.000	0.139
earrings	0.375	0.034	0.375	0.000
earsplitting	-0.704	0.519	-0.704	-0.444
earth	0.857	0.228	0.857	0.000
earthlike	0.190	0.238	0.190	0.056
earthly	0.296	0.036	0.296	0.205
earthman	0.250	0.292	0.250	0.000
earthquake	-0.030	0.624	-0.028	-0.030
earthy	0.619	-0.192	0.619	0.037
earwax	-0.833	-0.500	-0.833	0.000
ease	0.905	-0.018	0.905	0.233
easeful	0.667	-0.222	0.667	0.242
easel	0.278	0.054	0.278	0.083
easier	0.476	-0.226	0.476	0.071
easiest	0.208	0.034	0.208	0.139
easily	0.625	-0.094	0.625	0.121
easiness	0.667	-0.458	0.667	0.121
eastcoast	0.500	0.190	0.500	0.000
easy	0.917	-0.254	0.917	0.303
easygoing	0.958	0.076	0.958	0.367
easygoingness	1.000	-0.444	1.000	0.667
eat	0.875	-0.072	0.875	0.003
eatable	0.190	0.000	0.190	0.056
eaten	0.042	-0.667	0.042	0.000
eatery	0.833	0.000	0.833	0.182
eating	0.905	0.230	0.905	0.077
eatingdisorders	-0.667	0.016	-0.667	-0.167
eavesdrop	-0.625	-0.264	-0.625	-0.583
eavesdropper	-0.879	-0.583	-0.556	-0.879
ebb	-0.429	-0.192	-0.429	0.000
ebook	0.273	0.222	0.000	0.273
ebullient	1.000	0.492	1.000	0.212
eccentrically	-0.381	0.000	-0.381	0.033
ecclesiastic	0.556	0.458	0.429	0.556
ecclesiastical	0.639	0.320	-0.250	0.639
ecclesiastically	0.545	0.370	0.083	0.545
ecclesiasticism	0.611	0.600	0.429	0.611
echocardiogram	0.167	0.048	-0.048	0.167
eclair	0.481	0.000	0.481	0.111
eclectic	0.630	0.016	0.630	0.182
eclectically	0.051	0.296	0.048	0.051
eclecticism	0.458	0.381	0.458	0.061
ecologic	0.286	0.167	0.286	0.182
ecological	0.545	0.214	0.533	0.545
ecologically	0.250	0.259	0.250	0.152
ecologist	0.667	0.667	0.542	0.667
ecology	0.625	0.500	0.625	0.182
ecommerce	-0.417	0.708	-0.417	0.194
economical	0.633	0.346	0.167	0.633
economically	0.000	0.556	0.000	0.000
economics	0.139	0.264	-0.067	0.139
economization	-0.381	0.583	-0.381	0.152
economizer	0.485	0.500	-0.083	0.485
ecospecies	0.083	0.000	0.000	0.083
ecosphere	0.148	0.333	0.148	0.091
ecosystem	0.242	0.266	0.000	0.242
ecotourism	1.000	0.296	1.000	0.545
ecstasy	0.958	0.310	0.958	0.067
ecstatic	0.963	0.484	0.963	0.250
ecstatically	0.958	0.500	0.958	0.179
ectopic	-0.542	-0.200	-0.542	0.028
eczema	-0.389	-0.417	-0.389	-0.028
edema	-0.667	-0.364	-0.667	0.000
edgeways	-0.185	-0.083	-0.185	-0.026
edgewise	-0.030	-0.111	0.000	-0.030
edgy	-0.375	-0.388	-0.375	-0.278
edibility	0.267	0.208	0.208	0.267
edible	0.636	-0.006	0.571	0.636
edibleness	0.259	0.185	0.259	0.121
edict	0.455	0.120	-0.429	0.455
edification	0.917	0.394	0.917	0.667
edifier	0.667	0.519	0.667	0.600
edify	0.917	0.625	0.917	0.767
editor	0.722	0.346	0.246	0.722
educate	0.875	0.456	0.875	0.727
educated	0.725	0.250	0.542	0.725
education	0.800	0.680	0.750	0.800
educational	0.815	0.528	0.815	0.667
educationalist	0.697	0.630	0.625	0.697
educationally	0.515	0.333	0.417	0.515
educationist	0.667	0.611	0.667	0.606
educative	0.810	0.571	0.810	0.667
educator	0.958	0.690	0.958	0.639
eeeek	0.296	-0.302	0.296	-0.030
eeek	-0.091	-0.396	0.000	-0.091
eek	-0.208	-0.314	-0.208	-0.111
eel	-0.375	-0.026	-0.375	0.030
eerie	-0.667	-0.116	-0.667	-0.333
eerily	-0.667	0.000	-0.667	-0.481
eeriness	-0.667	-0.481	-0.667	-0.533
effective	0.778	0.661	0.148	0.778
effectiveness	0.722	0.624	0.333	0.722
effectivity	0.500	0.857	0.000	0.500
effectual	0.633	0.640	0.381	0.633
effectually	0.625	0.188	0.113	0.625
effeminate	-0.417	-0.418	-0.417	-0.185
effeminize	-0.583	-0.952	-0.583	-0.472
effervesce	1.000	0.571	1.000	0.111
effervescence	0.905	0.370	0.905	0.091
effervescency	0.875	0.250	0.875	0.152
effervescent	0.889	0.630	0.889	0.212
efficacious	0.788	0.690	0.250	0.788
efficaciously	0.567	0.963	0.000	0.567
efficaciousness	0.121	0.833	0.000	0.121
efficacy	0.758	0.885	0.238	0.758
efficiency	0.222	0.784	0.222	0.185
efficient	0.722	0.660	0.286	0.722
efficiently	0.694	0.833	0.000	0.694
effluent	-0.667	-0.208	-0.667	-0.167
effort	0.875	0.716	0.875	0.818
effortful	0.500	0.519	0.500	0.286
effortless	0.792	-0.296	0.792	0.641
effuse	0.143	-0.167	0.143	0.033
effusion	0.524	-0.056	0.524	-0.030
effusive	1.000	0.381	1.000	0.167
effusiveness	1.000	-0.444	1.000	0.222
effyou	-0.963	-0.020	-0.958	-0.963
egalitarian	1.000	0.708	1.000	0.818
egalitarianism	1.000	0.444	1.000	0.879
egg	0.048	-0.414	0.048	0.000
egghead	-0.500	-0.432	-0.500	-0.152
eggless	0.000	-0.250	0.000	0.000
eggnog	0.905	-0.482	0.905	0.167
eggroll	0.333	0.000	0.333	0.121
ego	-0.583	0.186	-0.583	-0.375
egocentric	-0.750	0.833	-0.750	-0.733
egocentricity	-0.714	0.889	-0.714	-0.576
egocentrism	-0.750	0.750	-0.750	-0.667
egoist	-0.750	0.600	-0.750	-0.611
egoistic	-0.875	0.917	-0.875	-0.667
egoistically	-0.792	0.542	-0.792	-0.639
egomania	-1.000	1.000	-0.889	-1.000
egomaniac	-1.000	0.192	-1.000	-0.917
egomaniacal	-1.000	0.852	-1.000	-0.788
egotism	-0.667	0.926	-0.667	-0.667
egotist	-0.889	0.926	-0.889	-0.667
egotistic	-0.857	0.815	-0.857	-0.630
egotistical	-0.788	-0.274	-0.762	-0.788
egotistically	-0.833	0.852	-0.833	-0.758
egregious	-0.762	-0.116	-0.762	-0.700
egregiously	-0.833	0.333	-0.833	-0.741
egret	0.167	0.000	0.167	0.033
eightyfold	0.000	0.500	0.000	0.000
either	0.000	-0.222	0.000	0.000
ejaculator	-0.857	0.556	-0.857	-0.800
ejection	-0.500	0.108	-0.500	-0.152
elaborately	0.259	0.238	0.259	-0.033
elaborateness	0.190	0.519	0.190	0.061
elaboration	0.375	0.196	0.375	0.222
elaborative	0.389	0.222	0.389	0.182
elaborator	0.667	0.619	0.667	0.278
elastic	0.033	-0.230	0.000	0.033
elastically	0.030	0.259	0.000	0.030
elasticity	0.028	0.164	0.000	0.028
elated	0.926	0.450	0.926	0.182
elatedly	0.944	0.381	0.944	0.030
elatedness	0.958	0.429	0.958	0.278
elation	1.000	0.246	1.000	0.364
elbowroom	0.250	0.222	0.250	0.185
elderberry	0.333	-0.190	0.333	0.037
eldercare	0.958	-0.481	0.958	0.697
elderflower	0.524	-0.143	0.524	0.051
eldership	0.708	0.630	0.708	0.600
eldest	0.500	0.482	0.370	0.500
elect	0.633	0.322	0.333	0.633
electability	0.476	0.625	0.476	0.200
electable	0.571	0.963	0.571	0.364
election	0.278	0.302	0.278	0.133
electively	0.190	0.417	0.190	0.111
electiveness	0.238	0.571	0.238	0.139
electricity	0.000	0.466	0.000	0.000
electro	-0.429	0.542	-0.429	0.030
electroconvulsive	-0.667	0.556	-0.667	-0.333
electrocute	-0.944	0.110	-0.944	-0.083
electrocuted	-1.000	-0.810	-1.000	0.000
electrocution	-0.963	0.384	-0.963	-0.095
electroluminescent	0.056	0.200	0.056	0.030
electromagnet	-0.556	0.905	-0.556	0.000
electronegative	-0.417	0.292	-0.417	-0.103
electronics	0.250	0.148	-0.111	0.250
electroshock	-0.958	0.190	-0.958	-0.367
electrotherapist	0.583	0.571	0.259	0.583
elegance	0.708	0.648	0.708	0.556
elegancy	0.481	0.417	0.476	0.481
elegant	0.528	0.370	0.500	0.528
elegantly	0.556	0.292	0.556	0.444
elemental	0.061	0.422	0.000	0.061
elephantine	-0.208	0.708	-0.208	0.028
elevate	0.778	0.720	0.778	0.364
elevated	0.556	0.240	0.208	0.556
elevation	0.667	0.422	0.667	0.278
elfin	0.476	-0.222	0.476	0.033
elfishly	-0.472	-0.407	-0.125	-0.472
elflike	0.714	-0.333	0.714	0.111
elicitation	0.381	0.458	0.381	0.267
eligibility	0.533	0.448	0.286	0.533
eligible	0.212	0.036	0.000	0.212
eliminate	-0.524	-0.352	-0.524	0.222
eliminated	-0.444	-0.905	-0.444	0.000
elimination	-0.571	-0.138	-0.571	0.000
eliminator	-0.583	0.833	-0.583	-0.485
eliminatory	-0.667	0.583	-0.667	0.030
elite	-0.625	0.474	-0.625	-0.333
elitism	-0.714	0.810	-0.714	-0.556
elixir	0.389	0.208	0.389	0.152
ellipsis	0.000	-0.372	0.000	0.000
elliptical	0.000	-0.020	0.000	0.000
elocution	0.296	0.611	0.125	0.296
elocutionist	0.500	0.630	0.500	0.436
elope	0.708	0.056	0.708	-0.259
eloquence	0.875	0.608	0.875	0.697
eloquent	0.917	0.482	0.917	0.481
eloquently	0.857	0.708	0.857	0.364
elsewhere	-0.458	-0.366	-0.458	0.000
elucidation	0.633	0.172	0.619	0.633
elucidatory	0.533	0.593	0.000	0.533
elusive	-0.593	-0.068	-0.593	-0.212
emaciate	-0.810	-0.852	-0.810	-0.083
emaciated	-0.704	-0.698	-0.704	-0.067
emaciation	-0.833	-0.762	-0.833	-0.143
email	0.167	-0.088	0.074	0.167
emanate	0.667	0.108	0.667	0.233
emancipate	0.778	1.000	0.667	0.778
emancipation	0.905	0.526	0.905	0.704
emancipationist	0.810	0.875	0.810	0.704
emancipator	0.852	1.000	0.852	0.848
emancipist	0.515	0.625	0.333	0.515
emasculate	-0.833	-0.958	-0.833	-0.722
emasculated	-0.722	-1.000	-0.630	-0.722
emasculation	-0.708	-0.867	-0.708	-0.576
emasculator	-0.833	0.458	-0.833	-0.636
emasculatory	-0.750	-0.889	-0.667	-0.750
embalmer	-0.619	0.571	-0.619	0.125
embalmment	-0.792	-0.259	-0.792	-0.185
embankment	-0.208	-0.128	-0.208	0.133
embargo	-0.619	-0.114	-0.619	-0.182
embarkation	-0.042	0.190	-0.042	0.000
embarrass	-0.458	-0.272	-0.458	-0.222
embarrassed	-0.250	-0.470	-0.250	-0.152
embarrassing	-0.571	-0.550	-0.571	-0.182
embarrassment	-0.152	-0.548	0.083	-0.152
embattle	-0.667	0.815	-0.667	-0.267
embattled	-0.667	-0.158	-0.667	-0.606
embattlement	-0.667	0.542	-0.667	0.030
embellish	-0.472	0.538	0.000	-0.472
embellishment	-0.444	-0.190	0.259	-0.444
embezzle	-0.963	0.905	-0.963	-0.939
embezzlement	-1.000	-0.130	-0.926	-1.000
embezzler	-1.000	-0.018	-1.000	-0.944
embitter	-0.762	-0.583	-0.762	-0.636
embitterment	-0.708	-0.704	-0.708	-0.639
emblaze	0.167	0.815	0.167	-0.037
emblazon	0.061	0.524	0.042	0.061
emblem	0.250	0.508	0.125	0.250
emblematic	0.545	0.596	0.481	0.545
emblematically	0.167	0.148	0.125	0.167
emblemize	0.037	0.542	0.000	0.037
embody	0.833	0.625	0.833	0.367
embolden	0.810	0.722	0.810	0.182
embolism	-0.833	-0.396	-0.833	0.000
